product_id,drug_substance,actives_by_dose,notes,fa,f,tmax,dose_value,dose_unit,pss_inchikey,pss_inchi,pss_smiles,ps_smiles,ps_num_drugs,parent_drug_id
921,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,1000,MG,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
922,LEVETIRACETAM,LEVETIRACETAM,,,,,100,MG PER ML,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
923,AVAPRITINIB,AVAPRITINIB,,,,3,300,MG,DWYRIWUZIJHQKQ-SANMLTNESA-N,"InChI=1S/C26H27FN10/c1-26(28,20-3-5-22(27)6-4-20)21-13-29-25(30-14-21)36-9-7-35(8-10-36)24-23-11-18(16-37(23)33-17-31-24)19-12-32-34(2)15-19/h3-6,11-17H,7-10,28H2,1-2H3/t26-/m0/s1",C[C@](C1=CC=C(C=C1)F)(C2=CN=C(N=C2)N3CCN(CC3)C4=NC=NN5C4=CC(=C5)C6=CN(N=C6)C)N,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1,1,458
924,PERFLUTREN,PERFLUTREN,,,,,0.15,ML PER ML,QYSGYZVSCZSLHT-UHFFFAOYSA-N,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",C(C(F)(F)F)(C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)F,1,148
925,DAPAGLIFLOZIN PROPANEDIOL MONOHYDRATE,DAPAGLIFLOZIN,Fa inferred from radiolabelled data and other descriptions of absorption,0.97,0.78,2,10,MG,GOADIQFWSVMMRJ-UPGAGZFNSA-N,"InChI=1S/C21H25ClO6.C3H8O2.H2O/c1-2-27-15-6-3-12(4-7-15)9-14-10-13(5-8-16(14)22)21-20(26)19(25)18(24)17(11-23)28-21;1-3(5)2-4;/h3-8,10,17-21,23-26H,2,9,11H2,1H3;3-5H,2H2,1H3;1H2/t17-,18-,19+,20-,21+;3-;/m10./s1",CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl.C[C@@H](CO)O.O,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO,1,246
926,CENOBAMATE,CENOBAMATE,,0.88,,2.5,200,MG,GFHAXPJGXSQLPT-VIFPVBQESA-N,"InChI=1S/C10H10ClN5O2/c11-8-4-2-1-3-7(8)9(18-10(12)17)5-16-14-6-13-15-16/h1-4,6,9H,5H2,(H2,12,17)/t9-/m0/s1",C1=CC=C(C(=C1)[C@H](CN2N=CN=N2)OC(=O)N)Cl,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,1,459
927,ELACESTRANT DIHYDROCHLORIDE,ELACESTRANT,,,0.1,2.5,345,MG,XGFHYCAZOCBCRQ-FBHGDYMESA-N,"InChI=1S/C30H38N2O2.2ClH/c1-4-31-17-16-22-6-8-23(9-7-22)21-32(5-2)30-20-28(34-3)14-15-29(30)26-11-10-25-19-27(33)13-12-24(25)18-26;;/h6-9,12-15,19-20,26,31,33H,4-5,10-11,16-18,21H2,1-3H3;2*1H/t26-;;/m1../s1",CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O.Cl.Cl,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1.Cl.Cl,1,460
928,DRONEDARONE HYDROCHLORIDE,DRONEDARONE,Bioavailability is fed bioavailability. Absorption is a minimum absorption. ,0.7,0.15,4.5,400,MG,DWKVCQXJYURSIQ-UHFFFAOYSA-N,"InChI=1S/C31H44N2O5S.ClH/c1-5-8-12-29-30(27-23-25(32-39(4,35)36)15-18-28(27)38-29)31(34)24-13-16-26(17-14-24)37-22-11-21-33(19-9-6-2)20-10-7-3;/h13-18,23,32H,5-12,19-22H2,1-4H3;1H",CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC.Cl,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1.Cl,1,461
929,TEMOZOLOMIDE,TEMOZOLOMIDE,,1,,1,250,MG,BPEGJWRSRHCHSN-UHFFFAOYSA-N,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,Cn1nnc2c(C(N)=O)ncn2c1=O,1,171
930,CLOPIDOGREL HYDROGEN SULPHATE,CLOPIDOGREL,,0.5,,0.75,75,MG,FDEODCTUSIWGLK-RSAXXLAASA-N,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1,67
931,DULOXETINE HYDROCHLORIDE,DULOXETINE,,,0.5,6,60,MG,BFFSMCNJSOPUAY-LMOVPXPDSA-N,"InChI=1S/C18H19NOS.ClH/c1-19-12-11-17(18-10-5-13-21-18)20-16-9-4-7-14-6-2-3-8-15(14)16;/h2-10,13,17,19H,11-12H2,1H3;1H/t17-;/m0./s1",CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1.Cl,1,117
932,LENACAPAVIR SODIUM,LENACAPAVIR,,,,,309,MG PER ML,SSXPGMNGIORJAQ-PZNXWHLTSA-M,"InChI=1S/C39H32ClF10N7O5S2.Na/c1-36(2,63(3,59)60)10-9-21-5-6-22(23-7-8-26(40)30-32(23)57(17-37(43,44)45)54-35(30)55-64(4,61)62)31(51-21)27(13-18-11-19(41)14-20(42)12-18)52-28(58)16-56-34-29(33(53-56)39(48,49)50)24-15-25(24)38(34,46)47;/h5-8,11-12,14,24-25,27H,13,15-17H2,1-4H3,(H2,52,54,55,58);/q;+1/p-1/t24-,25+,27-;/m0./s1",CC(C)(C#CC1=NC(=C(C=C1)C2=C3C(=C(C=C2)Cl)C(=NN3CC(F)(F)F)[N-]S(=O)(=O)C)[C@H](CC4=CC(=CC(=C4)F)F)NC(=O)CN5C6=C([C@H]7C[C@H]7C6(F)F)C(=N5)C(F)(F)F)S(=O)(=O)C.[Na+],CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c([N-]S(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O.[Na+],1,462
933,LENACAPAVIR SODIUM,LENACAPAVIR,,,0.08,4,300,MG,SSXPGMNGIORJAQ-PZNXWHLTSA-M,"InChI=1S/C39H32ClF10N7O5S2.Na/c1-36(2,63(3,59)60)10-9-21-5-6-22(23-7-8-26(40)30-32(23)57(17-37(43,44)45)54-35(30)55-64(4,61)62)31(51-21)27(13-18-11-19(41)14-20(42)12-18)52-28(58)16-56-34-29(33(53-56)39(48,49)50)24-15-25(24)38(34,46)47;/h5-8,11-12,14,24-25,27H,13,15-17H2,1-4H3,(H2,52,54,55,58);/q;+1/p-1/t24-,25+,27-;/m0./s1",CC(C)(C#CC1=NC(=C(C=C1)C2=C3C(=C(C=C2)Cl)C(=NN3CC(F)(F)F)[N-]S(=O)(=O)C)[C@H](CC4=CC(=CC(=C4)F)F)NC(=O)CN5C6=C([C@H]7C[C@H]7C6(F)F)C(=N5)C(F)(F)F)S(=O)(=O)C.[Na+],CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c([N-]S(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O.[Na+],1,462
934,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR,,,,,50,MG,UGWJRRXTMKRYNK-VSLILLSYSA-M,"InChI=1S/C20H19F2N3O5.Na/c1-10-4-5-30-15-9-24-8-13(17(26)18(27)16(24)20(29)25(10)15)19(28)23-7-11-2-3-12(21)6-14(11)22;/h2-3,6,8,10,15,27H,4-5,7,9H2,1H3,(H,23,28);/q;+1/p-1/t10-,15+;/m1./s1",C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],1,384
934,ABACAVIR SULFATE, ABACAVIR,,,0.83,,600,MG,WMHSRBZIJNQHKT-FFKFEZPRSA-N,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,2,347
934,LAMIVUDINE, LAMIVUDINE,,,0.825,,300,MG,JTEGQNOMFQHVDC-NKWVEPMBSA-N,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,1,66
935,DOLUTEGRAVIR SODIUM,DOLUTEGRAVIR,,,,2.5,5,MG,UGWJRRXTMKRYNK-VSLILLSYSA-M,"InChI=1S/C20H19F2N3O5.Na/c1-10-4-5-30-15-9-24-8-13(17(26)18(27)16(24)20(29)25(10)15)19(28)23-7-11-2-3-12(21)6-14(11)22;/h2-3,6,8,10,15,27H,4-5,7,9H2,1H3,(H,23,28);/q;+1/p-1/t10-,15+;/m1./s1",C[C@@H]1CCO[C@@H]2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)[O-].[Na+],C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],1,384
935,ABACAVIR SULFATE, ABACAVIR,,,0.83,1.5,60,MG,WMHSRBZIJNQHKT-FFKFEZPRSA-N,"InChI=1S/2C14H18N6O.H2O4S/c2*15-14-18-12(17-9-2-3-9)11-13(19-14)20(7-16-11)10-4-1-8(5-10)6-21;1-5(2,3)4/h2*1,4,7-10,21H,2-3,5-6H2,(H3,15,17,18,19);(H2,1,2,3,4)/t2*8-,10+;/m11./s1",C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@@H]4C[C@@H](C=C4)CO.OS(=O)(=O)O,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1.O=S(=O)(O)O,2,347
935,LAMIVUDINE, LAMIVUDINE,,,0.825,1,30,MG,JTEGQNOMFQHVDC-NKWVEPMBSA-N,"InChI=1S/C8H11N3O3S/c9-5-1-2-11(8(13)10-5)6-4-15-7(3-12)14-6/h1-2,6-7,12H,3-4H2,(H2,9,10,13)/t6-,7+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,1,66
936,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,1000,MG,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
937,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,100,MG PER ML,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
938,IDELALISIB,IDELALISIB,Fasted conditions,,,1,150,MG,IFSDAJWBUCMOAH-HNNXBMFYSA-N,"InChI=1S/C22H18FN7O/c1-2-15(28-20-18-19(25-11-24-18)26-12-27-20)21-29-16-10-6-9-14(23)17(16)22(31)30(21)13-7-4-3-5-8-13/h3-12,15H,2H2,1H3,(H2,24,25,26,27,28)/t15-/m0/s1",CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,1,463
939,RIVAROXABAN,RIVAROXABAN,Dissolution-limited absorption at higher doses. Values refer to 20mg dose in fasted state.,,0.66,3,20,MG,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m0/s1",C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,1,333
940,APIXABAN,APIXABAN,,,0.5,3.5,5,MG,QNZCBYKSOIHPEH-UHFFFAOYSA-N,"InChI=1S/C25H25N5O4/c1-34-19-11-9-18(10-12-19)30-23-20(22(27-30)24(26)32)13-15-29(25(23)33)17-7-5-16(6-8-17)28-14-3-2-4-21(28)31/h5-12H,2-4,13-15H2,1H3,(H2,26,32)",COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,1,158
941,DARIDOREXANT HYDROCHLORIDE,DARIDOREXANT,"""Rapidly absorbed"", only trace amounts of parent drug found in faeces. Fa set to 1.",1,0.62,1.5,50,MG,HJVGDXBEMFHGKI-BQAIUKQQSA-N,"InChI=1S/C23H23ClN6O2.ClH/c1-14-17(24)6-7-18-20(14)28-22(27-18)23(2)9-4-12-29(23)21(31)16-13-15(32-3)5-8-19(16)30-25-10-11-26-30;/h5-8,10-11,13H,4,9,12H2,1-3H3,(H,27,28);1H/t23-;/m0./s1",CC1=C(C=CC2=C1N=C(N2)[C@@]3(CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5)C)Cl.Cl,COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1.Cl,1,464
942,PALIPERIDONE PALMITATE,PALIPERIDONE,,,,,200,MG PER ML,VOMKSBFLAZZBOW-UHFFFAOYSA-N,"InChI=1S/C39H57FN4O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-36(45)47-34-17-16-24-44-38(34)41-29(2)32(39(44)46)23-27-43-25-21-30(22-26-43)37-33-20-19-31(40)28-35(33)48-42-37/h19-20,28,30,34H,3-18,21-27H2,1-2H3",CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,1,329
943,PALIPERIDONE PALMITATE,PALIPERIDONE,,,,,200,MG PER ML,VOMKSBFLAZZBOW-UHFFFAOYSA-N,"InChI=1S/C39H57FN4O4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-36(45)47-34-17-16-24-44-38(34)41-29(2)32(39(44)46)23-27-43-25-21-30(22-26-43)37-33-20-19-31(40)28-35(33)48-42-37/h19-20,28,30,34H,3-18,21-27H2,1-2H3",CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,1,329
944,ERAVACYCLINE,ERAVACYCLINE,,,,,100,MG,HLFSMUUOKPBTSM-ISIOAQNYSA-N,"InChI=1S/C27H31FN4O8/c1-31(2)20-13-8-11-7-12-14(28)9-15(30-16(33)10-32-5-3-4-6-32)21(34)18(12)22(35)17(11)24(37)27(13,40)25(38)19(23(20)36)26(29)39/h9,11,13,20,34,36-37,40H,3-8,10H2,1-2H3,(H2,29,39)(H,30,33)/t11-,13-,20-,27-/m0/s1",Cl.Cl.[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12.Cl.Cl,1,465
945,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,1000,MG,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
946,TENOFOVIR DISOPROXIL SUCCINATE, TENOFOVIR DISOPROXIL,Pharmacokinetic values for tenofovir disoproxil refer to tenofovir. Bioequivalent to individual tablet administered separately.,,0.25,1,245,MG,CCGIINMVANPRGB-PFEQFJNWSA-N,"InChI=1S/C19H30N5O10P.C4H6O4/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;5-3(6)1-2-4(7)8/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);1-2H2,(H,5,6)(H,7,8)/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(CC(=O)O)C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)CCC(=O)O,1,15
946,EMTRICITABINE,EMTRICITABINE,,,0.93,1.5,200,MG,XQSPYNMVSIKCOC-NTSWFWBYSA-N,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,31
947,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,100,MG PER ML,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
948,RIVASTIGMINE HYDROGEN TARTRATE,RIVASTIGMINE,,1,0.36,1,6,MG,GWHQHAUAXRMMOT-MBANBULQSA-N,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,292
949,RIVASTIGMINE HYDROGEN TARTRATE,RIVASTIGMINE,,1,0.36,1,2,MG PER ML,GWHQHAUAXRMMOT-MBANBULQSA-N,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,292
950,TENOFOVIR DISOPROXIL SUCCINATE, TENOFOVIR DISOPROXIL,Pharmacokinetic values for tenofovir disoproxil refer to tenofovir. Bioequivalent to individual tablet administered separately.,,0.25,1,245,MG,CCGIINMVANPRGB-PFEQFJNWSA-N,"InChI=1S/C19H30N5O10P.C4H6O4/c1-12(2)33-18(25)28-9-31-35(27,32-10-29-19(26)34-13(3)4)11-30-14(5)6-24-8-23-15-16(20)21-7-22-17(15)24;5-3(6)1-2-4(7)8/h7-8,12-14H,6,9-11H2,1-5H3,(H2,20,21,22);1-2H2,(H,5,6)(H,7,8)/t14-;/m1./s1",C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C.C(CC(=O)O)C(=O)O,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)CCC(=O)O,1,15
950,EMTRICITABINE,EMTRICITABINE,,,0.93,1.5,200,MG,XQSPYNMVSIKCOC-NTSWFWBYSA-N,"InChI=1S/C8H10FN3O3S/c9-4-1-12(8(14)11-7(4)10)5-3-16-6(2-13)15-5/h1,5-6,13H,2-3H2,(H2,10,11,14)/t5-,6+/m0/s1",C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,1,31
951,RIVASTIGMINE HYDROGEN TARTRATE,RIVASTIGMINE,,1,0.36,1,6,MG,GWHQHAUAXRMMOT-MBANBULQSA-N,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,292
952,RIVASTIGMINE HYDROGEN TARTRATE,RIVASTIGMINE,,1,0.36,1,2,MG PER ML,GWHQHAUAXRMMOT-MBANBULQSA-N,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,1,292
953,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,1000,MG,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
954,AFATINIB DIMALEATE,AFATINIB,,,,3.5,50,MG,USNRYVNRPYXCSP-JUGPPOIOSA-N,"InChI=1S/C24H25ClFN5O3.2C4H4O4/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15;2*5-3(6)1-2-4(7)8/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29);2*1-2H,(H,5,6)(H,7,8)/b4-3+;2*2-1-/t16-;;/m0../s1",CN(C/C=C/C(=O)NC1=C(C=C2N=CN=C(C2=C1)NC3=CC(=C(C=C3)F)Cl)O[C@@H]4COCC4)C.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,1,466
955,LEVETIRACETAM,LEVETIRACETAM,,1,1,1.3,1000,MG,HPHUVLMMVZITSG-LURJTMIESA-N,"InChI=1S/C8H14N2O2/c1-2-6(8(9)12)10-5-3-4-7(10)11/h6H,2-5H2,1H3,(H2,9,12)/t6-/m0/s1",CC[C@@H](C(=O)N)N1CCCC1=O,CC[C@@H](C(N)=O)N1CCCC1=O,1,369
